location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC","Associate Administrator for Research, Technology and Information Management and Chief Information Officer ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,"Associate Administrator for Research, Technology and",2004
"Washington, DC","Director, Office of Research and Technology ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,"Associate Administrator for Research, Technology and",2004
"Washington, DC","Director, Office of Information Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,"Associate Administrator for Research, Technology and",2004
"Washington, DC",Associate Administrator for Policy and Program Development ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,Associate Administrator for Policy and Program Devel,2004
"Washington, DC","Director, Office of Policy, Plans and Regulations ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,Associate Administrator for Policy and Program Devel,2004
"Washington, DC",Associate Administrator for Enforcement and Program Delivery ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,Associate Administrator for Enforcement and Program,2004
"Washington, DC","Director, Office of Motor Carrier Safety Programs ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,Associate Administrator for Enforcement and Program,2004
"Washington, DC",Administrator ,Vacant,PAS,EX,III,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Deputy Administrator ,Elizabeth R. Monro,,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Chief Counsel ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Office of the Chief Counsel,2004
"Washington, DC",Deputy Chief Counsel ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Office of the Chief Counsel,2004
"Washington, DC",Assistant Chief Counsel ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Office of the Chief Counsel,2004
"Washington, DC",Director of Public Affairs ,Steven W. Kulm,SC,GS,13,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Public Affairs,2004
"Washington, DC",Associate Administrator for Administration and Finance ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Administration and Finan,2004
"Washington, DC",Associate Administrator for Policy and Program Development ,Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Policy and Program Devel,2004
"Washington, DC",Deputy Associate Administrator for Industry and Intermodal Policy ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Policy and Program Devel,2004
"Washington, DC",Associate Administrator for Railroad Development ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Railroad Development,2004
"Washington, DC",Deputy Associate Administrator for Railroad Development ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Railroad Development,2004
"Washington, DC","Director, Office of Research and Development ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Railroad Development,2004
"Washington, DC",Deputy Associate Administrator for Safety Compliance and Program Implementation ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Safety,2004
"Washington, DC",Deputy Associate Administrator for Safety Standards and Program Development ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Safety,2004
"Washington, DC","Director, Office of Safety Analysis ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL RAILROAD ADMINISTRATION,Associate Administrator for Safety,2004
"Washington, DC",Administrator ,Jeffrey W. Runge,PAS,EX,III,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Deputy Administrator ,Otis G. Cox Jr,,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Associate Administrator for External Affairs ,Scott M. Brenner,,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Special Assistant ,Paul Jones,SC,GS,15,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Chief Counsel ,Jacqueline Glassman,,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Office of the Chief Counsel,2004
"Washington, DC",Assistant Chief Counsel (Rulemaking) ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Office of the Chief Counsel,2004
"Washington, DC",Assistant Chief Counsel (Litigation) ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Office of the Chief Counsel,2004
"Washington, DC",Senior Associate Administrator for Traffic Injury Control ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Traffic Injury Co,2004
"Washington, DC",Associate Administrator for Program Development and Delivery ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Traffic Injury Co,2004
"Washington, DC","Director, Office of Impaired Driving and Occupant Protection ",Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Traffic Injury Co,2004
"Washington, DC",Associate Administrator for Injury Control Operations and Resources ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Traffic Injury Co,2004
"Washington, DC",Senior Associate Administrator for Policy and Operations ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Policy and Operat,2004
"Washington, DC","Director, National Center for Statistics and Analysis ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Policy and Operat,2004
"Washington, DC","Associate Administrator for Planning, Evaluation and Budget ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Policy and Operat,2004
"Washington, DC","Director, Office of Evaluation and Regulatory Analysis ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Policy and Operat,2004
"Washington, DC",Associate Administrator for Administration ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Policy and Operat,2004
"Washington, DC","Director, Office of Communications and Consumer Information ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Policy and Operat,2004
"Washington, DC",Chief Information Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Policy and Operat,2004
"Washington, DC",Senior Associate Administrator for Vehicle Safety ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Vehicle Safety,2004
"Washington, DC",Associate Administrator for Rulemaking ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Vehicle Safety,2004
"Washington, DC","Director, Office of Crash Avoidance Standards ",Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Vehicle Safety,2004
"Washington, DC","Director, Office of Crashworthiness Standards ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Vehicle Safety,2004
"Washington, DC",Associate Administrator for Vehicle Safety Research ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Vehicle Safety,2004
"Washington, DC","Director, Vehicle Research and Test Center (Ohio) ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Vehicle Safety,2004
"Washington, DC","Director, Office of Advanced Safety Research ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Senior Associate Administrator for Vehicle Safety,2004
"Washington, DC",Administrator ,Jennifer L Dorn,PAS,EX,III,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Deputy Administrator ,Robert D. Jamison,,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Associate Administrator for Communications and Legislative Affairs ,Melissa Sabatine,,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Staff Assistant ,Stephen Fong,SC,GS,10,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Immediate Office of the Administrator,2004
"Charlottesville, VA",Executive in Residence ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Chief Counsel ,William P. Sears,,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Office of the Chief Counsel,2004
"Washington, DC",Deputy Chief Counsel ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Office of the Chief Counsel,2004
"Washington, DC",Associate Administrator for Planning ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Associate Administrator for Planning,2004
"Washington, DC",Associate Administrator for Program Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Associate Administrator for Program Management,2004
"Washington, DC","Associate Administrator for Research, Demonstration and Innovation ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,"Associate Administrator for Research, Demonstration",2004
"Washington, DC",Deputy Associate Administrator for Technical Assistance ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,"Associate Administrator for Research, Demonstration",2004
"Washington, DC",Associate Administrator for Budget and Policy ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Associate Administrator for Budget and Policy,2004
"Washington, DC",Associate Administrator for Administration ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Associate Administrator for Administration,2004
"Cambridge, MA",Regional Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Regional Administrators,2004
"Chicago, IL",Regional Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Regional Administrators,2004
"San Francisco, CA",Regional Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Regional Administrators,2004
"Atlanta, GA",Regional Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Regional Administrators,2004
"Dallas, TX",Regional Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Regional Administrators,2004
"Philadelphia, PA",Regional Administrator ,Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRATION,Regional Administrators,2004
"Washington, DC",Administrator ,Albert S. Jacquez,PAS,EX,IV,,,DEPARTMENT OF TRANSPORTATION,SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,Immediate Office of the Administrator,2004
"Massena, NY",Associate Administrator/ Resident Manager ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,Immediate Office of the Administrator,2004
"Washington, DC",Chief Counsel ,Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,Office of the Chief Counsel,2004
"Washington, DC",Administrator ,Vacant,PAS,EX,III,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Deputy Administrator ,Samuel G. Bonasso,,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Senior Policy Advisor ,Suzanne M. Tebeau,,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Director of Policy and Program Support ,James E. Wiggins,SC,GS,15,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Senior Assistant to the Administrator and Director of Public Affairs ,Eric C. Peterson,SC,GS,15,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Chief Counsel ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Office of the Chief Counsel,2004
"Washington, DC","Director, Office of Emergency Transportation ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Office of Emergency Transportation,2004
"Washington, DC",Associate Administrator for Management and Administration ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Associate Administrator for Management and Administr,2004
"Washington, DC",Deputy Associate Administrator for Pipeline Safety ,Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Associate Administrator for Pipeline Safety,2004
"Washington, DC",Associate Administrator for Hazardous Materials Safety ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Associate Administrator for Hazardous Materials Safe,2004
"Washington, DC",Deputy Associate Administrator for Hazardous Materials Safety ,Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Associate Administrator for Hazardous Materials Safe,2004
"Washington, DC","Associate Administrator for Innovation, Research, and Education ",Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,"Associate Administrator for Innovation, Research, an",2004
"Cambridge, MA","Director, Volpe National Transportation System Center ",Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Volpe National Transportation Systems Center,2004
"Cambridge, MA","Deputy Director, Volpe National Transportation System Center ",Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Volpe National Transportation Systems Center,2004
"Cambridge, MA","Director, Office of Environmental Preservation and Systems Modernization ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Volpe National Transportation Systems Center,2004
"Cambridge, MA","Director, Office of System and Economic Assessment ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Volpe National Transportation Systems Center,2004
"Cambridge, MA","Director, Office of Information and Logistics Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Volpe National Transportation Systems Center,2004
"Cambridge, MA","Director, Office of Traffic and Operations Management ",Vacant,,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Volpe National Transportation Systems Center,2004
"Cambridge, MA","Director, Office of Administrative Services ",Career Incumbent,C,ES,,,,DEPARTMENT OF TRANSPORTATION,RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Volpe National Transportation Systems Center,2004
"Washington, DC",Administrator ,William G. Schubert,PAS,EX,III,,,DEPARTMENT OF TRANSPORTATION,MARITIME ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC",Deputy Administrator ,John E. Jamian,,ES,,,,DEPARTMENT OF TRANSPORTATION,MARITIME ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC","Program Manager, Transportation Reconstruction Project ",Christopher J. McMahon,EA,ES,,,11/27/05,DEPARTMENT OF TRANSPORTATION,MARITIME ADMINISTRATION,Immediate Office of the Administrator,2004
"Washington, DC","Director, Office of Congressional and Public Affairs ",John Wesley Irvin,SC,GS,15,,,DEPARTMENT OF TRANSPORTATION,MARITIME ADMINISTRATION,Immediate Office of the Administrator,2004
