location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC",Director Office of Civilian Radioactive Waste Management,Daniel A. Dreyfus,EX,PAS,IV,..........,........,Department of Energy,Immediate Office of the Director for Civilian Radioactive Waste Mgmt,,1996
"Washington, DC",Director Office of Energy Research,Martha A. Krebs,EX,PAS,IV,..........,........,Department of Energy,Immediate Office of the Director Energy Research,,1996
"Washington, DC",Director Office of Laboratory Policy and Infrastructure Management,Antionette G. Joseph,ES,CA,..........,..........,........,Department of Energy,Office of Laboratory Policy and Infrastructure Management,,1996
"Germantown, MD",Director Office of Site Operations,Daniel R. Rhoades,ES,CA,..........,..........,........,Department of Energy,Deputy Asst Secretary for Military Application and Stockpile Mgmt,,1996
"Washington, DC",Director Operations Group, Vacant,ES,..........,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Information Management,,1996
"Washington, DC","Director, Advanced Vehicle Technologies",Pandit G. Patil,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Transportation Technologies,,1996
"Germantown, MD","Director, Confinement Systems Division",John W. Willis,ES,CA,..........,..........,........,Department of Energy,Office of Fusion Energy Sciences,,1996
"Washington, DC","Director, Counterintelligence Division",Donald D. McIntyre,ES,CA,..........,..........,........,Department of Energy,Office of Energy Intelligence,,1996
"Washington, DC","Director, Employee Concerns Program","William A. Lewis, Jr",ES,CA,..........,..........,........,Department of Energy,Immediate Office of the Director Economic Impact and Diversity,,1996
"Washington, DC","Director, Export Control & International Safeguards",John M. Rooney,ES,CA,..........,..........,........,Department of Energy,Office of Arms Control and Nonproliferation,,1996
"Germantown, MD","Director, Headquarters Operations Division",Marshall O. Combs,ES,CA,..........,..........,........,Department of Energy,Office of Security Affairs,,1996
"Germantown, MD","Director, High Energy Physics Division",John R. O'Fallon,ES,CA,..........,..........,........,Department of Energy,Office of High Energy and Nuclear Physics,,1996
"Washington, DC","Director, International Policy and Analysis Division",Cheryl P. Fitzgerald,ES,CA,..........,..........,........,Department of Energy,Office of Arms Control and Nonproliferation,,1996
"Germantown, MD","Director, International Programs Staff",Michael Roberts,ES,CA,..........,..........,........,Department of Energy,Office of Fusion Energy Sciences,,1996
"Washington, DC","Director, Laboratory Technology Application Division",Alan B. Claflin,ES,CA,..........,..........,........,Department of Energy,Office of Computational and Technology Research,,1996
"Washington, DC","Director, Mound & Pinellas Project Office",Jerry F. Thompson,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Site Operations,,1996
"Washington, DC","Director, Nuclear Weapons Council",Richard W. Brown,ES,CA,..........,..........,........,Department of Energy,Deputy Asst Secretary for Military Application and Stockpile Mgmt,,1996
"Germantown, MD","Director, Office Health Physical & Industrial Hygiene Programs",C R. Jones,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Worker Health and Safety,,1996
"Germantown, MD","Director, Office of Advanced Research",David J. Beecy,ES,CA,..........,..........,........,Department of Energy,Deputy Asst Secretary for Advanced Research & Special Technologies,,1996
"Washington, DC","Director, Office of Alcohol Fuels", Vacant,EX,PAS,IV,..........,........,Department of Energy,Immediate Office of the Assistant Secretary for Energy Efficiency,,1996
"Washington, DC","Director, Office of Arms Control",Anthony F. Czajkowski,ES,CA,..........,..........,........,Department of Energy,Office of Arms Control and Nonproliferation,,1996
"Washington, DC","Director, Office of Arms Control and Nonproliferation",Kenneth N. Luongo,ES,NA,..........,..........,........,Department of Energy,Office of Arms Control and Nonproliferation,,1996
"Washington, DC","Director, Office of Budget Planning and Customer Service",Kenneth G. Moore,ES,CA,..........,..........,........,Department of Energy,Office of Budget Planning and Customer Service,,1996
"Germantown, MD","Director, Office of Classification and Technical Policy","Arlie B. Siebert, Jr",ES,CA,..........,..........,........,Department of Energy,Office of Security Affairs,,1996
"Washington, DC","Director, Office of Commercial Light Water Reactor Production",Stephen M. Sohinki,ES,CA,..........,..........,........,Department of Energy,Tritium Project Office,,1996
"Washington, DC","Director, Office of Congressional Liaison",Elizabeth A. Cecchetti,ES,CA,..........,..........,........,Department of Energy,Office of Congressional Liaison,,1996
"Washington, DC","Director, Office of Consumer & Public Liaison",Elizabeth A. Nolan,ES,CA,..........,..........,........,Department of Energy,Office of Intergovernmental and External Affairs,,1996
"Washington, DC","Director, Office of DP Laboratories & Reimbursable Programs",Maurice J. Katz,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Research and Development,,1996
"Germantown, MD","Director, Office of Eastern Area Programs",James J. Fiore,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Environmental Restoration,,1996
"Washington, DC","Director, Office of Economic Analysis & Competition",Howard K. Gruenspecht,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Economic and Environmental Policy,,1996
"Washington, DC","Director, Office of Emergency Management","John J. Nettles, Jr",ES,CA,..........,..........,........,Department of Energy,Office of Emergency Management,,1996
"Washington, DC","Director, Office of Energy Demand Policy",Carmen Difiglio,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Economic and Environmental Policy,,1996
"Germantown, MD","Director, Office of Environment, Safety and Health Evaluation",Silas D. Stadler,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Oversight,,1996
"Germantown, MD","Director, Office of Environment, Safety and Health Residents", Vacant,ES,..........,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Oversight,,1996
"Washington, DC","Director, Office of Environmental Guidance",Raymond F. Pelletier,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Environment,,1996
"Washington, DC","Director, Office of Field Services and Liaison","Edward H. Tuttle, III",ES,CA,..........,..........,........,Department of Energy,Office of Field Services and Liaison,,1996
"Washington, DC","Director, Office of Hearings & Appeals",George Breznay,ES,CA,..........,..........,........,Department of Energy,Immediate Office of Director Hearings and Appeals,,1996
"Washington, DC","Director, Office of Human Resources and Administration",Jerome D. Saltzman,ES,CA,..........,..........,........,Department of Energy,Office of Human Resources and Administration,,1996
"Washington, DC","Director, Office of Inertial Fusion and NIF Project Office",David H. Crandall,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Research and Development,,1996
"Washington, DC","Director, Office of Integration and Assessment",Eugene C. Schmitt,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Material and Facility Stabilization,,1996
"Washington, DC","Director, Office of International Energy Markets",David L. Pumphrey,ES,CA,..........,..........,........,Department of Energy,Deputy Asssistant Secretary for International Energy Policy,,1996
"Washington, DC","Director, Office of International Energy Relations","Robert S. Price, Jr.",ES,CA,..........,..........,........,Department of Energy,Deputy Asssistant Secretary for International Energy Policy,,1996
"Germantown, MD","Director, Office of International Health Studies",Francis C. Hawkins,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Health Studies,,1996
"Washington, DC","Director, Office of International Technology Cooperation",John R. Brodman,ES,CA,..........,..........,........,Department of Energy,Deputy Asssistant Secretary for International Energy Policy,,1996
"Washington, DC","Director, Office of Management and Operations","Marvin E. Gunn, Jr.",ES,CA,..........,..........,........,Department of Energy,Office of Management and Operations,,1996
"Washington, DC","Director, Office of Natural Gas Policy",Donna J. Bobbish,GS,SC,15,..........,........,Department of Energy,Deputy Assistant Secretary for Energy Supply Policy,,1996
"Washington, DC","Director, Office of NEPA Compliance and Outreach",John D. Nulton,ES,CA,..........,..........,........,Department of Energy,"Office of the Director, NEPA Compliance and Outreach",,1996
"Washington, DC","Director, Office of NEPA Oversight",Carol M. Borgstrom,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Environment,,1996
"Washington, DC","Director, Office of Nonproliferation & National Security",Joan B. Rohlfing,ES,NA,..........,..........,........,Department of Energy,Immediate Office of the Director Nonproliferation & Nat'l Security,,1996
"Germantown, MD","Director, Office of Northwestern Area Programs",Sally A. Robison,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Environmental Restoration,,1996
"Washington, DC","Director, Office of Nuclear Energy",Terry R. Lash,ES,NA,..........,..........,........,Department of Energy,"Immediate Office of the Director Nuclear Energy, Sci and Technology",,1996
"Germantown, MD","Director, Office of Nuclear Weapons Management",Richard D. Hahn,ES,CA,..........,..........,........,Department of Energy,Deputy Asst Secretary for Military Application and Stockpile Mgmt,,1996
"Germantown, MD","Director, Office of Occupational Medicine",George R. Gebus,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Health Studies,,1996
"Washington, DC","Director, Office of Oil & Gas Exploration & Production",Donald A. Juckett,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Gas and Petroleum Technologies,,1996
"Washington, DC","Director, Office of Oil and Natural Gas Policy",Guy F. Caruso,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Energy Supply Policy,,1996
"Washington, DC","Director, Office of Planning and Analysis",Philip M. Stone,ES,CA,..........,..........,........,Department of Energy,Office of Planning and Analysis,,1996
"Washington, DC","Director, Office of Program Management & Integration",Ronald A. Milner,ES,CA,..........,..........,........,Department of Energy,Office of Program Management and Integration,,1996
"Washington, DC","Director, Office of Program Support","William Wisenbaker, Jr.",ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Environmental Restoration,,1996
"Germantown, MD","Director, Office of Program Support (Waste Mgmt)",James A. Turi,ES,CA,..........,..........,........,Department of Energy,Deputy Assistant Secretary for Waste Management,,1996
"Washington, DC","Director, Office of Project and Fixed Asset Management",Antonio F. Tavares,ES,CA,..........,..........,........,Department of Energy,Office of Project and Fixed Asset Management,,1996
"Washington, DC","Director, Office of Public Accountability",Cynthia C. Kelly,ES,CA,..........,..........,........,Department of Energy,"Deputy Assistant Secretary for Planning, Policy, and Budget",,1996
"Washington, DC","Director, Office of Quality Management",Nancy K. Weidenfeller,ES,NA,..........,..........,........,Department of Energy,Immediate Office of the Director for Quality Management,,1996
